Ticker,Name,SECTOR,22년 1분기_PBR,22년 2분기_PBR,22년 3분기_PBR,22년 4분기_PBR,23년 1분기_PBR,23년 2분기_PBR,23년 3분기_PBR,23년 4분기_PBR,24년 1분기_PBR,24년 2분기_PBR,24년 3분기_PBR,24년 4분기_PBR,25년 1분기_PBR,22년 1분기_PER,22년 2분기_PER,22년 3분기_PER,22년 4분기_PER,23년 1분기_PER,23년 2분기_PER,23년 3분기_PER,23년 4분기_PER,24년 1분기_PER,24년 2분기_PER,24년 3분기_PER,24년 4분기_PER,25년 1분기_PER
21820,세원정공,운송장비·부품,0.21,0.21,0.21,0.2,0.16,0.18,0.16,0.12,0.15,0.16,0.16,0.12,0.13,3.76,3.76,3.76,,,,,,,,,1.29,1.41
21880,메이슨캐피탈,금융,1.53,2.15,1.24,1.01,0.89,1.0,0.92,0.9,0.96,0.98,0.88,0.75,0.65,24.11,33.93,,,,,,,,,11.71,9.97,8.63
22100,포스코DX,일반서비스,2.49,2.53,2.52,2.63,2.86,4.78,14.17,20.01,20.89,13.37,10.04,7.99,7.45,105.72,,,,,43.25,128.23,181.1,189.07,66.89,50.2,39.97,37.28
22220,티케이지애강,화학,1.18,1.13,1.0,0.84,0.83,0.8,0.71,0.65,0.64,0.6,0.57,0.51,0.49,40.86,22.31,19.7,16.59,16.33,16.6,14.64,13.47,13.17,11.07,10.57,9.37,8.97
23000,삼원강재,운송장비·부품,0.57,0.56,0.49,0.49,0.51,0.55,0.55,0.51,0.5,0.45,0.43,0.41,0.39,14.87,13.92,12.19,12.17,12.55,9.84,9.7,8.98,8.93,6.62,6.25,5.98,5.64
23150,MH에탄올,음식료·담배,1.14,1.06,0.89,0.83,0.78,0.73,0.68,0.66,0.65,0.58,0.55,0.51,0.48,9.06,11.28,9.42,8.78,8.34,9.77,9.02,8.77,8.65,8.61,8.25,7.63,7.21
23160,태광,금속,0.66,0.69,0.92,0.99,0.94,0.96,1.06,0.83,0.7,0.61,0.71,0.73,1.07,,19.91,26.3,28.31,27.04,12.86,14.29,11.15,9.37,5.83,6.8,6.97,10.31
23350,한국종합기술,일반서비스,0.55,0.57,0.55,0.53,0.49,0.48,0.43,0.4,0.41,0.36,0.33,0.32,0.37,11.6,7.36,7.04,6.78,6.37,18.66,16.93,15.52,15.88,4.25,3.93,3.8,4.31
23410,유진기업,비금속,0.46,0.38,0.31,0.29,0.29,0.27,0.27,0.27,0.28,0.25,0.24,0.24,0.23,6.89,4.34,3.55,3.32,3.31,8.55,8.59,8.62,8.85,3.69,3.66,3.54,3.45
23440,제이스코홀딩스,금속,1.03,1.09,0.9,1.0,1.16,2.06,1.69,1.0,0.86,1.26,1.23,1.48,1.43,,,,,,,,,,,,,
23450,동남합성,화학,4.57,4.64,4.53,4.14,3.81,2.82,2.48,2.39,2.17,2.22,2.23,2.12,2.28,22.44,18.32,17.88,16.33,15.04,13.52,11.89,11.46,10.41,19.35,19.4,18.47,19.84
23460,CNH,,0.66,0.57,0.52,0.66,0.62,0.63,0.6,0.56,0.54,0.7,0.49,0.06,0.04,2.75,47.8,43.2,55.12,51.41,,,,,,,,
23530,롯데쇼핑,유통,0.25,0.28,0.27,0.25,0.25,0.24,0.21,0.22,0.23,0.2,0.18,0.18,0.18,,,,,,,,,,11.6,10.65,10.38,10.3
23590,다우기술,IT 서비스,0.61,0.44,0.4,0.41,0.47,0.36,0.33,0.33,0.39,0.33,0.31,0.31,0.33,3.4,2.32,2.11,2.17,2.46,2.22,2.07,2.03,2.39,3.68,3.49,3.46,3.71
23600,삼보판지,종이·목재,0.6,0.44,0.36,0.37,0.37,0.31,0.29,0.29,0.34,0.29,0.27,0.25,0.23,6.37,3.68,3.01,3.1,3.09,2.8,2.61,2.55,3.03,2.99,2.82,2.62,2.41
23760,한국캐피탈,금융,0.85,0.66,0.61,0.58,0.56,0.47,0.41,0.39,0.42,0.31,0.3,0.29,0.28,8.01,5.02,4.66,4.39,4.29,3.43,2.97,2.83,3.06,3.09,2.94,2.82,2.75
23770,플레이위드,IT 서비스,2.87,3.6,2.27,1.74,1.93,2.1,1.77,1.97,1.76,2.16,2.29,1.35,1.2,7.03,57.33,36.2,27.69,30.8,,,,,,,,
23790,동일스틸럭스,금속,0.98,1.12,0.97,0.77,0.7,0.84,0.76,0.6,0.48,1.0,1.19,1.19,1.15,,,,,,,,,,,,,
23800,인지컨트롤스,운송장비·부품,1.17,0.8,0.63,0.66,0.62,0.68,0.71,0.6,0.6,0.53,0.47,0.43,0.42,,43.23,34.1,35.5,33.46,9.53,10.02,8.43,8.45,8.03,7.1,6.53,6.38
23810,인팩,운송장비·부품,1.2,0.94,0.82,0.68,0.83,0.88,0.99,0.77,0.79,0.71,0.64,0.54,0.48,34.46,31.16,27.16,22.37,27.48,7.59,8.55,6.64,6.82,7.67,6.92,5.86,5.16
23900,풍국주정,음식료·담배,1.45,1.47,1.28,1.19,1.15,1.16,1.11,0.97,1.02,0.99,0.91,0.8,0.74,24.86,29.76,26.02,24.05,23.41,49.59,47.82,41.59,43.82,18.21,16.72,14.68,13.55
23910,대한약품,제약,0.93,0.83,0.78,0.85,0.86,0.74,0.72,0.72,0.74,0.67,0.64,0.62,0.61,9.78,7.45,6.99,7.64,7.74,6.79,6.58,6.58,6.81,5.89,5.61,5.38,5.33
23960,에쓰씨엔지니어링,건설,3.38,2.7,2.15,1.73,1.61,1.77,1.52,1.42,1.25,1.29,1.28,1.38,1.09,,,,,,13.36,11.44,10.72,9.46,,,,
24060,흥구석유,유통,1.54,1.43,1.16,1.1,1.05,1.02,1.03,1.79,1.89,2.61,2.89,2.88,2.21,24.83,80.64,65.37,62.44,59.5,30.85,31.09,53.81,56.9,182.22,201.52,200.69,154.34
24070,WISCOM,화학,0.41,0.43,0.4,0.35,0.35,0.4,0.38,0.36,0.35,0.33,0.3,0.3,0.27,,42.49,39.84,34.72,34.54,,,,,,,,
24090,디씨엠,금속,1.44,1.01,0.76,0.55,0.53,0.47,0.41,0.38,0.38,0.41,0.45,0.43,0.42,10.74,4.7,3.53,2.57,2.46,3.32,2.91,2.71,2.71,,,,
24110,기업은행,은행,0.34,0.32,0.28,0.31,0.29,0.28,0.29,0.32,0.36,0.34,0.35,0.37,0.38,5.39,3.8,3.3,3.7,3.51,3.06,3.2,3.51,3.99,4.28,4.4,4.58,4.81
24120,KB오토시스,운송장비·부품,0.69,0.79,0.59,0.44,0.48,0.67,0.54,0.5,0.51,0.48,0.42,0.36,0.34,21.34,,,,,60.84,49.21,45.97,46.41,49.66,43.16,37.19,34.61
24720,콜마홀딩스,기타금융,0.33,0.32,0.27,0.23,0.25,0.23,0.22,0.45,0.5,0.54,0.5,0.43,0.45,1.6,8.69,7.17,6.3,6.79,,,,,,,,
24740,한일단조,운송장비·부품,0.85,0.99,0.93,0.87,0.79,0.79,0.69,0.69,0.68,0.6,0.54,0.67,0.56,,,,,,12.29,10.63,10.65,10.57,9.65,8.65,10.81,8.99
24800,유성티엔에스,운송·창고,0.34,0.29,0.24,0.23,0.23,0.19,0.17,0.17,0.17,0.17,0.16,0.15,0.15,1.43,2.41,2.0,1.88,1.88,1.32,1.14,1.12,1.18,1.26,1.2,1.14,1.1
24810,이화전기,전기·전자,0.46,0.41,0.34,0.26,0.22,0.55,0.51,0.51,0.51,0.82,0.82,0.82,0.82,,3.74,3.06,2.32,1.98,,,,,,,,
24830,세원물산,운송장비·부품,0.48,0.43,0.43,0.41,0.3,0.29,0.26,0.22,0.24,0.17,0.15,0.14,0.19,5.46,3.71,3.71,3.56,2.57,4.27,3.84,3.3,3.62,4.72,4.32,3.97,5.26
24840,KBI메탈,금속,0.71,0.71,0.59,0.47,0.48,0.6,0.53,0.46,0.46,0.78,0.81,0.7,0.62,35.74,,,,,36.29,32.16,27.57,27.49,1342.42,1404.35,1208.29,1063.19
24850,HLB이노베이션,전기·전자,3.68,3.54,2.8,2.61,5.93,12.54,3.93,3.07,4.17,4.58,3.67,3.34,3.05,,,,,,,10.2,7.96,10.83,,,,
24880,케이피에프,금속,0.6,0.66,0.84,0.66,0.64,0.58,0.53,0.48,0.47,0.46,0.45,0.36,0.39,,,,,,4.79,4.4,3.99,3.89,4.69,4.56,3.67,3.97
24890,대원화성,화학,1.85,1.69,1.7,1.52,1.33,1.76,1.58,1.3,1.23,1.27,1.04,0.84,0.76,,,,,,,,,,,,,
24900,디와이덕양,운송장비·부품,2.52,1.77,1.59,1.53,1.58,2.68,2.55,1.86,1.91,1.63,1.33,1.08,0.98,,15.89,14.26,13.75,14.16,14.38,13.63,9.95,10.22,12.43,10.14,8.25,7.45
24910,경창산업,운송장비·부품,1.39,1.08,0.96,0.81,0.84,0.9,0.89,0.69,0.69,0.67,0.63,0.56,0.5,23.95,22.72,20.22,17.08,17.66,5.26,5.19,4.03,4.04,9.87,9.33,8.26,7.4
24940,PN풍년,유통,1.21,1.16,1.1,1.5,1.58,1.34,1.35,1.66,1.42,0.86,0.89,1.39,1.51,18.68,24.22,23.05,31.21,32.92,34.83,35.15,43.18,36.91,19.01,19.6,30.67,33.48
24950,삼천리자전거,유통,1.69,1.19,0.93,0.86,0.98,0.88,0.79,0.81,0.79,0.68,0.6,0.52,0.55,10.94,27.16,21.23,19.65,22.25,,,,,12.13,10.55,9.22,9.74
25000,KPX케미칼,화학,0.49,0.44,0.41,0.41,0.41,0.38,0.36,0.36,0.36,0.34,0.36,0.34,0.32,3.96,5.15,4.86,4.85,4.81,7.83,7.38,7.27,7.42,3.38,3.49,3.37,3.18
25320,시노펙스,전기·전자,2.28,2.13,2.32,1.95,2.08,1.98,2.43,3.02,6.42,5.83,5.6,4.15,4.03,,18.86,20.56,17.31,18.42,23.84,29.25,36.22,77.1,52.37,50.24,37.13,36.12
25440,DH오토웨어,전기·전자,10.24,11.19,11.96,9.44,8.96,1.33,1.15,0.97,0.92,4.89,3.45,0.49,0.44,,,,,,,,,,441.73,311.85,44.74,40.01
25530,SJM홀딩스,유통,0.36,0.33,0.29,0.35,0.31,0.39,0.36,0.32,0.34,0.34,0.31,0.3,0.27,16.02,11.82,10.23,12.63,11.06,33.76,31.28,27.5,29.67,5.44,5.07,4.84,4.43
25540,한국단자,전기·전자,0.87,0.74,0.72,0.68,0.68,0.73,0.66,0.81,0.81,0.73,0.74,0.78,0.81,11.46,9.97,9.67,9.12,9.13,12.97,11.87,14.45,14.49,9.35,9.48,10.01,10.34
25550,한국선재,금속,1.47,1.25,1.0,0.97,0.94,0.84,0.8,0.77,0.72,0.65,0.57,0.58,0.7,68.29,11.04,8.8,8.56,8.27,6.99,6.62,6.43,5.95,,,,
25560,미래산업,의료·정밀기기,0.1,0.09,0.07,0.07,0.1,0.15,1.08,0.63,0.49,0.67,0.54,0.54,0.44,,0.9,0.69,0.72,1.04,1.73,12.54,7.34,5.73,,,,
25620,제이준코스메틱,화학,15.13,27.18,20.91,0.48,0.51,0.67,0.63,0.52,0.55,0.81,0.63,0.52,0.43,,,,,,,,,,,,,
25750,한솔홈데코,종이·목재,0.86,0.82,0.67,0.56,0.56,0.57,0.51,0.46,0.43,0.44,0.42,0.39,0.51,236.5,23.96,19.55,16.28,16.32,,,,,,,,
25770,한국정보통신,통신,1.6,1.33,1.63,2.27,2.25,1.56,1.32,1.3,1.31,1.14,1.1,1.07,1.04,30.26,27.19,33.17,46.38,45.93,17.56,14.85,14.67,14.78,10.34,9.95,9.67,9.37
25820,이구산업,금속,1.36,1.11,0.84,0.83,0.87,1.3,1.25,0.99,1.08,1.61,1.24,1.14,1.21,73.17,6.49,4.88,4.82,5.06,28.9,27.91,22.13,24.03,302.3,233.21,213.77,227.67
25860,남해화학,화학,1.09,1.3,1.0,0.92,0.92,0.82,0.74,0.69,0.69,0.67,0.64,0.6,0.61,19.05,28.09,21.63,19.74,19.85,8.93,7.99,7.45,7.52,28.45,27.16,25.66,25.76
25870,신라에스지,유통,3.1,3.06,2.64,2.12,2.47,2.12,1.85,1.76,1.73,1.76,1.5,1.45,1.39,,34.1,29.44,23.6,27.47,33.07,28.85,27.37,26.9,103.76,88.66,85.39,82.25
25880,케이씨피드,음식료·담배,1.06,1.24,0.96,0.76,0.75,0.74,0.69,0.66,0.65,0.63,0.6,0.69,0.69,46.51,17.47,13.55,10.71,10.62,10.59,9.94,9.45,9.35,6.22,5.98,6.81,6.87
25890,한국주강,기계·장비,1.73,1.45,1.12,1.02,1.36,1.26,1.06,1.05,1.02,0.77,0.7,0.67,0.61,,,,,,21.87,18.4,18.14,17.75,10.24,9.29,8.8,8.08
25900,동화기업,종이·목재,1.09,0.93,0.79,0.73,0.63,0.54,0.47,0.73,0.71,1.01,0.66,0.52,0.49,22.94,14.77,12.54,11.65,9.96,9.34,8.21,12.74,12.36,,,,
25950,동신건설,건설,2.7,2.38,1.93,1.54,1.36,1.16,1.15,1.67,2.04,1.89,1.77,2.5,4.2,,,,,,17.15,17.03,24.7,30.19,23.38,21.86,30.86,51.87
25980,아난티,일반서비스,2.26,1.84,1.52,1.34,1.6,1.14,1.28,1.16,1.09,0.85,0.76,0.73,0.82,,36.91,30.47,26.83,32.12,18.58,20.84,18.89,17.83,5.34,4.76,4.59,5.14
26040,제이에스티나,기타제조,1.7,1.14,0.92,0.82,0.97,0.96,0.81,0.74,0.68,0.65,0.61,0.64,0.69,,3.17,2.55,2.27,2.7,34.25,28.96,26.43,24.53,36.16,33.86,35.61,38.36
26150,특수건설,건설,2.0,1.79,1.59,1.44,1.38,1.37,1.26,1.27,1.34,1.25,1.12,1.04,1.12,75.28,,,,,83.36,76.96,77.27,81.54,,,,
26890,스틱인베스트먼트,기타금융,2.52,1.48,1.22,0.95,0.95,0.95,1.07,1.04,1.1,1.38,1.31,1.18,1.18,20.65,5.89,4.87,3.77,3.79,14.11,15.87,15.35,16.31,12.68,12.0,10.83,10.82
26910,광진실업,금속,1.34,1.28,1.35,1.24,1.15,1.09,0.99,0.88,0.84,0.94,0.78,0.61,0.56,,28.76,30.34,27.79,25.72,26.05,23.64,20.96,20.2,,,,
26940,부국철강,금속,0.76,0.78,0.62,0.56,0.58,0.57,0.54,0.62,0.58,0.46,0.41,0.37,0.38,107.98,10.68,8.44,7.73,7.88,10.1,9.54,10.99,10.25,16.98,14.87,13.63,13.73
26960,동서,유통,1.99,1.83,1.66,1.44,1.36,1.28,1.16,1.16,1.13,1.15,1.14,1.56,1.53,23.21,23.08,21.0,18.25,17.16,11.67,10.59,10.57,10.28,12.8,12.71,17.36,16.93
27040,서울전자통신,전기·전자,0.41,0.57,0.48,0.44,0.44,0.7,0.61,0.5,0.5,0.6,0.51,0.42,0.41,,734.98,625.27,565.6,567.82,,,,,,,,
27050,코리아나,화학,2.01,1.47,1.12,1.13,1.24,1.11,1.26,1.09,1.01,1.13,0.97,0.87,0.85,,37.05,28.14,28.44,31.37,61.61,70.08,60.73,56.09,55.2,47.26,42.59,41.21
27360,아주IB투자,금융,2.17,1.6,1.36,1.16,1.16,1.12,1.07,1.08,1.3,1.34,1.09,1.09,1.07,8.92,10.15,8.58,7.32,7.33,136.35,130.49,131.48,158.42,20.72,16.97,16.86,16.58
27410,BGF,기타금융,0.32,0.31,0.25,0.23,0.27,0.25,0.22,0.22,0.23,0.21,0.2,0.21,0.2,17.86,7.44,5.9,5.43,6.38,16.92,14.69,14.44,15.57,4.48,4.33,4.37,4.21
27580,상보,화학,2.6,1.92,1.64,1.49,1.44,1.53,1.66,1.55,1.68,1.62,1.31,1.13,1.15,27.12,46.18,39.57,35.81,34.67,11.51,12.49,11.64,12.66,221.09,178.63,153.84,157.62
27710,팜스토리,음식료·담배,1.34,1.89,1.31,1.04,0.91,1.1,1.04,0.88,0.87,0.85,0.75,0.64,0.63,10.1,78.18,54.03,43.0,37.59,,,,,17.83,15.68,13.53,13.32
27740,마니커,음식료·담배,0.8,2.44,1.89,1.74,1.75,1.84,1.59,1.41,1.53,1.61,1.42,1.21,1.18,,,,,,89.46,77.2,68.36,74.32,,,,
27830,대성창투,금융,1.98,1.82,2.09,1.8,1.66,1.47,1.2,1.54,1.37,1.45,1.07,0.99,1.18,76.97,14.01,16.11,13.85,12.81,107.37,87.4,112.14,100.03,49.43,36.74,33.92,40.27
27970,한국제지,종이·목재,1.03,0.93,0.78,0.71,0.71,0.72,0.72,0.66,0.61,0.47,0.47,0.4,0.36,4.87,8.85,7.47,6.77,6.79,32.57,32.7,29.72,27.32,,,,
28050,삼성E&A,일반서비스,2.97,2.36,2.1,2.36,2.61,2.12,2.43,1.93,1.79,1.38,1.42,1.05,1.04,19.43,12.68,11.3,12.7,14.04,8.61,9.83,7.8,7.26,6.36,6.56,4.83,4.79
28080,휴맥스홀딩스,IT 서비스,0.46,0.38,0.31,0.3,0.39,0.77,0.65,0.5,0.46,0.51,0.42,0.39,0.4,,,,,,,,,,,,,
28100,동아지질,건설,1.06,0.99,0.92,0.77,0.7,0.82,0.77,0.82,0.84,0.78,0.78,0.79,0.82,97.78,43.42,40.18,33.59,30.68,,,,,17.58,17.66,17.94,18.58
28260,삼성물산,유통,0.7,0.62,0.63,0.64,0.61,0.67,0.64,0.71,0.89,0.68,0.7,0.59,0.58,17.77,11.47,11.76,11.81,11.42,8.73,8.43,9.29,11.7,10.57,10.81,9.18,8.99
28300,HLB,제약,6.33,7.82,9.53,8.6,8.03,6.37,6.0,6.73,14.9,19.88,20.97,17.47,19.05,,,,,,,,,,,,,
28670,팬오션,운송·창고,1.17,1.03,0.8,0.76,0.88,0.64,0.56,0.51,0.49,0.48,0.43,0.4,0.4,35.42,6.75,5.23,4.97,5.77,4.23,3.71,3.41,3.25,9.19,8.19,7.68,7.72
29460,케이씨,의료·정밀기기,0.47,0.4,0.33,0.31,0.36,0.34,0.31,0.3,0.37,0.35,0.31,0.29,0.28,5.31,5.08,4.27,3.94,4.66,2.46,2.25,2.12,2.66,5.66,5.01,4.63,4.56
29480,광무,전기·전자,16.63,1.71,1.58,1.5,1.39,2.04,1.54,1.06,1.52,1.78,1.61,1.37,0.97,,,,,,,,,,26.06,23.69,20.04,14.2
29530,신도리코,전기·전자,0.38,0.33,0.32,0.33,0.33,0.32,0.3,0.3,0.34,0.33,0.33,0.34,0.33,,3.31,3.3,3.37,3.37,7.01,6.6,6.52,7.36,5.9,5.97,6.16,6.02
29780,삼성카드,기타금융,0.52,0.47,0.44,0.45,0.43,0.41,0.4,0.43,0.48,0.5,0.54,0.53,0.55,8.5,6.35,6.04,6.08,5.87,5.16,5.07,5.49,6.12,6.69,7.23,7.13,7.38
29960,코엔텍,,2.69,2.65,2.72,2.54,2.31,2.08,2.04,2.04,1.92,1.86,1.94,2.23,2.38,15.88,13.89,14.27,13.33,12.1,8.97,8.78,8.77,8.26,9.68,10.09,11.58,12.36
30000,제일기획,일반서비스,2.57,2.25,2.04,2.15,1.86,1.56,1.58,1.68,1.54,1.48,1.42,1.43,1.38,14.5,15.22,13.8,14.54,12.59,9.77,9.87,10.54,9.65,10.17,9.73,9.83,9.51
30190,NICE평가정보,IT 서비스,4.35,3.37,2.93,2.56,2.49,1.94,1.75,1.61,1.78,1.72,1.65,1.84,1.97,23.49,18.6,16.14,14.1,13.71,12.59,11.38,10.45,11.54,11.38,10.89,12.16,12.99
30200,KT,통신,0.6,0.57,0.59,0.57,0.51,0.47,0.48,0.52,0.57,0.53,0.57,0.65,0.69,11.97,6.33,6.47,6.29,5.63,5.9,6.01,6.45,7.08,8.9,9.59,10.88,11.63
30210,다올투자증권,증권,0.59,0.47,0.43,0.32,0.4,0.43,0.39,0.41,0.37,0.33,0.32,0.29,0.31,4.4,1.8,1.63,1.2,1.54,4.12,3.75,3.96,3.56,,,,
30350,드래곤플라이,IT 서비스,40.17,8.51,6.62,4.75,3.74,4.09,3.19,3.47,3.4,6.24,5.33,0.66,0.59,,,,,,,,,,,,,
30520,한글과컴퓨터,IT 서비스,2.01,1.74,1.42,1.16,1.24,1.08,1.01,1.0,1.81,1.74,1.37,1.47,1.56,14.18,26.52,21.65,17.69,18.92,7.34,6.92,6.85,12.35,38.57,30.43,32.6,34.47
30530,원익홀딩스,화학,0.42,0.36,0.29,0.26,0.28,0.26,0.24,0.24,0.27,0.27,0.22,0.18,0.26,4.48,3.23,2.59,2.33,2.47,2.75,2.54,2.48,2.85,,,,
30610,교보증권,증권,0.4,0.33,0.28,0.26,0.25,0.21,0.21,0.2,0.21,0.3,0.31,0.33,0.36,3.73,3.24,2.77,2.49,2.44,7.69,7.5,7.31,7.54,5.87,6.1,6.53,7.19
30720,동원수산,"농업, 임업 및 어업",0.96,0.98,0.78,0.75,0.75,0.64,0.66,0.53,0.51,0.71,0.68,0.58,0.54,,7.47,5.92,5.73,5.71,6.5,6.67,5.41,5.2,,,,
30960,양지사,출판·매체복제,0.8,0.68,1.22,3.09,2.03,1.39,1.31,1.07,0.89,0.74,0.73,0.66,0.72,98.28,97.75,175.29,,,,,162.36,135.14,113.03,111.2,28.19,30.48
31310,아이즈비전,통신,0.58,0.44,0.35,0.31,0.38,0.36,0.37,0.36,0.38,0.37,0.31,0.27,0.28,4.82,3.16,2.51,2.21,2.71,,,,,,,,
31330,에스에이엠티,유통,1.6,1.34,1.08,0.86,0.88,0.84,0.76,0.74,0.76,0.9,0.87,0.76,0.7,9.28,6.94,5.62,4.46,4.54,5.26,4.75,4.64,4.76,10.3,9.93,8.71,8.04
31430,신세계인터내셔날,유통,0.32,1.64,1.44,1.25,1.16,0.82,0.76,0.73,0.72,0.73,0.59,0.49,0.44,3.97,14.31,12.54,10.89,10.16,5.75,5.33,5.11,5.03,15.91,12.7,10.61,9.42
31440,신세계푸드,일반서비스,1.08,0.92,0.79,0.67,0.65,0.58,0.53,0.51,0.51,0.5,0.49,0.45,0.43,,108.67,93.07,78.49,76.74,,,,,13.67,13.37,12.27,11.7
31510,오스템,운송장비·부품,0.52,0.53,0.45,0.37,0.39,0.44,0.46,0.55,0.51,0.39,0.34,0.35,0.31,24.59,,,,,,,,,4.5,4.0,4.04,3.55
31820,아이티센씨티에스,IT 서비스,0.8,0.81,0.66,0.57,0.66,0.68,0.63,0.57,0.61,0.52,0.46,0.42,0.44,,33.3,27.49,23.59,27.17,4.23,3.95,3.55,3.84,20.38,18.15,16.37,17.28
31860,디에이치엑스컴퍼니,유통,17.19,31.24,22.0,18.65,11.63,18.79,18.84,11.53,4.88,0.42,0.28,0.26,0.25,,,,,,,,,,,,,
31980,피에스케이홀딩스,기계·장비,1.62,1.02,0.71,0.61,0.7,0.83,1.86,1.97,2.51,3.56,3.25,2.51,2.89,4.82,5.43,3.79,3.22,3.73,5.81,13.02,13.76,17.57,27.41,25.03,19.3,22.25
32080,아즈텍WB,섬유·의류,0.66,0.53,0.42,0.38,0.38,0.36,0.33,0.31,0.29,0.27,0.24,0.22,0.25,17.49,5.07,4.06,3.63,3.64,,,,,,,,
32190,다우데이타,유통,0.7,0.54,0.49,0.9,1.91,0.8,0.45,0.42,0.46,0.38,0.36,0.35,0.34,5.49,3.36,3.09,5.66,11.96,4.47,2.52,2.36,2.56,7.14,6.64,6.53,6.39
32280,삼일,운송·창고,0.74,0.69,0.58,0.51,0.52,0.54,0.5,0.49,0.49,0.45,0.42,0.46,0.57,,,,,,26.62,24.7,24.14,24.12,9.92,9.24,10.12,12.54
32300,한국파마,제약,9.19,5.98,5.7,4.45,4.07,3.65,3.17,3.73,4.03,3.02,2.76,2.74,2.5,120.91,53.99,51.46,40.18,36.68,,,,,2375.54,2173.08,2151.58,1966.72
32350,롯데관광개발,일반서비스,5.25,19.22,14.3,13.86,17.07,3.58,4.0,3.2,2.89,10.77,10.38,9.79,8.7,,,,,,,,,,,,,
32500,케이엠더블유,전기·전자,5.46,4.89,4.79,4.19,4.07,3.1,2.04,1.94,2.45,3.39,2.32,1.81,1.95,50.01,,,,,,,,,,,,
32540,TJ미디어,전기·전자,1.11,1.2,1.06,1.01,1.16,1.2,1.02,0.97,0.98,0.93,0.89,0.81,0.77,,30.25,26.63,25.5,29.18,22.91,19.43,18.42,18.56,17.14,16.35,14.91,14.13
32560,황금에스티,금속,0.53,0.5,0.44,0.42,0.43,0.44,0.41,0.36,0.36,0.32,0.28,0.24,0.24,8.68,5.01,4.34,4.21,4.29,3.62,3.36,3.0,2.97,4.73,4.06,3.6,3.53
32580,피델릭스,전기·전자,1.41,1.41,1.21,1.06,1.11,1.05,1.06,1.01,1.11,1.09,0.84,0.9,0.88,,19.62,16.83,14.79,15.51,6.25,6.32,6.03,6.59,51.28,39.44,42.36,41.62
32620,유비케어,IT 서비스,3.4,2.8,2.4,2.12,2.62,2.59,2.18,1.98,2.32,2.33,2.07,1.8,1.68,56.34,24.86,21.24,18.79,23.21,84.01,70.59,64.3,75.05,,,,
32640,LG유플러스,통신,0.8,0.77,0.67,0.65,0.62,0.59,0.54,0.54,0.53,0.5,0.5,0.53,0.53,12.28,8.41,7.3,7.03,6.69,7.2,6.7,6.68,6.55,6.76,6.8,7.22,7.25
32680,소프트센,IT 서비스,1.03,0.67,0.46,0.4,0.49,1.08,1.08,0.82,0.95,1.25,1.07,0.71,0.65,,2.42,1.68,1.46,1.78,6.37,6.34,4.84,5.59,,,,
32750,삼진,전기·전자,0.65,0.48,0.44,0.48,0.59,0.5,0.47,0.49,0.53,0.48,0.43,0.41,0.41,8.02,4.59,4.17,4.61,5.62,24.5,22.92,23.83,25.96,378.38,340.02,320.56,321.11
32790,엠젠솔루션,유통,5.13,3.53,3.53,2.13,1.99,1.92,1.78,1.22,1.05,2.05,1.68,1.36,1.11,,20.04,20.04,12.05,11.3,,,,,,,,
32800,판타지오,오락·문화,5.45,5.94,5.62,5.09,4.72,5.1,3.3,3.4,3.81,3.97,2.9,2.68,2.21,,,,,,,,,,,,,
32820,우리기술,전기·전자,5.21,4.06,3.6,2.54,2.57,2.46,2.16,2.11,2.11,2.8,3.41,3.15,2.96,,47.64,42.29,29.88,30.15,67.72,59.61,58.28,58.2,57.0,69.4,64.14,60.33
32830,삼성생명,보험,0.3,0.31,0.29,0.33,0.32,0.53,0.56,0.57,0.66,0.37,0.4,0.43,0.38,8.97,8.0,7.53,8.41,8.29,7.47,7.84,8.02,9.33,8.2,8.89,9.62,8.46
32850,비트컴퓨터,IT 서비스,2.76,2.32,1.88,1.63,1.88,1.73,1.58,1.45,1.79,1.49,1.35,1.23,1.21,23.04,28.12,22.74,19.75,22.84,22.24,20.35,18.7,23.08,17.81,16.16,14.66,14.49
32860,더라미,일반서비스,10.76,2.01,2.01,2.01,2.01,2.58,2.58,2.58,2.58,2.76,2.76,1.46,0.99,,,,,,,,,,,,,
32940,원익,유통,0.42,0.38,0.31,0.29,0.35,0.28,0.26,0.25,0.27,0.33,0.31,0.26,0.27,0.98,2.84,2.33,2.18,2.67,1.88,1.71,1.65,1.82,,,,
32960,동일기연,전기·전자,0.79,0.61,0.62,0.6,0.82,0.73,0.68,0.69,0.7,0.67,0.65,0.63,0.62,48.89,4.7,4.83,4.68,6.33,40.76,37.59,38.54,38.95,19.41,18.63,18.19,17.74
32980,바이온,유통,3.15,1.55,1.14,1.06,1.26,2.1,2.49,1.97,1.73,1.95,2.03,1.4,0.7,,,,,,,,,,,,,
33050,제이엠아이,화학,1.2,1.06,0.95,0.93,1.0,0.94,0.88,0.8,0.79,0.6,0.56,0.55,0.51,,21.12,18.97,18.55,19.88,16.02,14.94,13.67,13.47,12.57,11.65,11.58,10.75
33100,제룡전기,전기·전자,1.31,1.52,2.13,2.89,3.02,3.64,5.14,4.98,5.75,8.36,9.14,6.43,5.63,21.97,76.88,107.55,145.76,152.36,20.64,29.2,28.28,32.65,18.51,20.23,14.23,12.46
